class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	aroc rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
co-translational_membrane_targeting_GO:0006613	13	8	0.640530222	0.3908	0.662713635	0.409	0.525474469	0.353700325	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
CTD_phosphatase_GO:0008420	18	16	0.80690466	0.2293	0.67049876	0.398	0.580653371	0.325491295	0.172116354	0.330853721	0.113382251	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
CTP_biosynthesis_GO:0006241	9	6	0.686869336	0.3398	0.846283481	0.2481	0.557295588	0.33027132	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
cyclic_nucleotide_biosynthesis_GO:0009190	8	8	0.45967892	0.6548	0.498242592	0.6102	0.459839584	0.600865808	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
cyclic_nucleotide_metabolism_GO:0009187	10	9	0.617108348	0.4209	0.498242592	0.6102	0.509256469	0.496366832	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
cyclic-nucleotide_dependent_protein_kinase_GO:0004690	32	26	0.644336755	0.3867	0.429725659	0.6879	0.505698651	0.428898968	0.202624203	0.37469273	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
cyclic-nucleotide_phosphodiesterase_GO:0004112	11	10	0.612927865	0.4253	0.368475062	0.7612	0.514946512	0.484522406	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
cyclic-nucleotide-mediated_signaling_GO:0019935	36	30	0.59405125	0.4475	0.434104978	0.6801	0.512855776	0.489438933	0.190527606	0.374136424	0.786083714	0.930104385	0.97762954	0.990993065	0.990993065	0.995486686	0.995486686	0.995486686
"cyclin-dependent_protein_kinase,_regulator_GO:0016538"	8	7	0.779216614	0.2533	0.486955619	0.625	0.429023236	0.322682289	0.248034262	0.200235489	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
cyclin-dependent_protein_kinase_GO:0004693	8	7	0.776569081	0.2543	0.607039385	0.4723	0.429023236	0.284491344	0.248034262	0.200235489	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
"cyclin-dependent_protein_kinase_holoenzyme,_nuclear_GO:0019908"	6	5	0.671379806	0.3577	0.24334868	0.907	0.656760012	0.610962632	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
cyclin-dependent_protein_kinase_holoenzyme_GO:0000307	39	35	0.671379806	0.3577	0.24334868	0.907	0.561537464	0.610962632	0.041942295	0.228172445	0.213521081	0.078003598	0.973940376	0.989495871	0.989495871	0.994734467	0.994734467	0.994734467
cyclin-dependent_protein_kinase_inhibitor_GO:0004861	32	29	0.80405691	0.2318	0.754068046	0.3183	0.558888507	0.262974509	0.068565994	0.193246516	0.185495689	0.065517847	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
cyclophilin_GO:0004600	15	13	0.619597602	0.4188	0.547612754	0.5494	0.489680202	0.510338306	0.225895184	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
cysteine_metabolism_GO:0006534	4	4	0.812521054	0.2236	0.795201962	0.2844	0.47877465	0.535400138	0.39450791	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
cysteine_protease_inhibitor_GO:0004869	8	8	0.96175598	0.1229	0.973017557	0.176	0.614418587	0.309734663	0.272339628	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
cysteine-type_endopeptidase_GO:0004197	77	57	0.69541733	0.3316	0.389318548	0.7381	0.484306365	0.513045904	0.054342421	0.186708049	0.009301925	0.120833382	0.041449201	0.017006081	0.017006081	0.991424703	0.991424703	0.991424703
cysteine-type_peptidase_GO:0008234	86	65	0.688374555	0.3379	0.408657088	0.714	0.498931819	0.45476922	0.073700529	0.208947913	0.013064888	0.135301921	0.047037478	0.019369357	0.019369357	0.990221152	0.990221152	0.990221152
cytochrome_b5_reductase_GO:0004128	5	4	0.79963626	0.2365	1.191019731	0.0905	0.679888605	0.288403907	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
cytochrome_c_oxidase_GO:0004129	18	16	0.66740578	0.3616	0.55912239	0.5347	0.562763912	0.360598955	0.246975604	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
cytochrome_P450_GO:0005490	7	6	0.593464484	0.4502	0.393973525	0.7308	0.414244843	0.63362114	0.401216791	0.177926571	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
cytochrome_P450_GO:0015034	12	11	0.531964524	0.5414	0.410452503	0.7125	0.451230204	0.621769244	0.278262899	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
cytokine_binding_GO:0019955	18	16	0.685060986	0.3421	0.601764771	0.4792	0.54226361	0.32741881	0.246975604	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
cytokine_GO:0005125	82	67	0.624451356	0.411	0.402118415	0.7206	0.495218437	0.527114605	0.126661712	0.26692501	0.317292838	0.850204655	0.950592576	0.979940629	0.979940629	0.989920265	0.989920265	0.989920265
cytokinesis_GO:0007104	51	40	0.676842572	0.3508	0.465669233	0.6485	0.52495081	0.33464921	0.164406214	0.249790015	0.725302719	0.907842494	0.970262358	0.987999809	0.987999809	0.993982248	0.993982248	0.993982248
cytokinesis_GO:0016288	75	58	0.714812113	0.3116	0.496359099	0.6133	0.538274344	0.33004946	0.128791789	0.037721831	0.294986102	0.869024732	0.957113385	0.982623355	0.982623355	0.991274259	0.991274259	0.991274259
cytoplasmic_dynein_GO:0005868	8	7	0.639225353	0.3936	0.610373276	0.4683	0.508433735	0.447251391	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
cytoplasmic_microtubule_GO:0005881	8	7	0.639225353	0.3936	0.610373276	0.4683	0.508433735	0.447251391	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
cytoplasmic_transport_GO:0016482	57	45	0.658744228	0.3707	0.620948424	0.4569	0.499878825	0.390685808	0.154371505	0.326063428	0.696666037	0.896899816	0.966595459	0.986504878	0.986504878	0.993230029	0.993230029	0.993230029
cytoplasmic_vesicle_GO:0016023	100	83	0.551841643	0.5089	0.428648195	0.6879	0.4979626	0.520229319	0.017138517	0.229542999	0.512423258	0.817686829	0.939087809	0.975180393	0.975180393	0.987513164	0.987513164	0.987513164
cytoskeletal_adaptor_GO:0008093	4	4	0.790028536	0.2426	0.915066425	0.2046	0.555095589	0.43851078	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
cytoskeletal_anchoring_GO:0007016	13	10	0.555160531	0.5023	0.341615069	0.7968	0.404957059	0.633953966	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
cytoskeletal_regulatory_protein_binding_GO:0005519	10	7	0.753679117	0.2762	0.719808752	0.3538	0.645933735	0.278813713	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
cytosolic_calcium_ion_concentration_elevation_GO:0007204	5	5	0.479859623	0.6212	0.509269192	0.6008	0.526257151	0.489992253	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
cytosolic_large_ribosomal_subunit_(sensu_Eukarya)_GO:0005842	49	38	0.479024426	0.6212	0.40737209	0.7165	0.462869612	0.628972142	0.096804485	0.252177534	0.737078004	0.912254509	0.971732229	0.988598098	0.988598098	0.994283135	0.994283135	0.994283135
cytosolic_phospholipase_A2_GO:0004626	7	6	0.530317016	0.5414	0.394597976	0.7282	0.544421021	0.432477177	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
cytosolic_ribosome_(sensu_Eukarya)_GO:0005830	100	75	0.484143657	0.6124	0.395806358	0.7282	0.453207547	0.712846321	0.035003747	0.065430735	0.546734498	0.833797138	0.944826184	0.977559063	0.977559063	0.988716714	0.988716714	0.988716714
cytosolic_small_ribosomal_subunit_(sensu_Eukarya)_GO:0005843	41	30	0.47871517	0.6212	0.37365959	0.7558	0.433287996	0.681817767	0.117571622	0.337251223	0.786083714	0.930104385	0.97762954	0.990993065	0.990993065	0.995486686	0.995486686	0.995486686
damaged_DNA_binding_GO:0003684	6	5	0.39036045	0.7538	0.427488524	0.6901	0.45266486	0.565643856	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
'de_novo'_pyrimidine_biosynthesis_GO:0006207	6	5	0.478500842	0.6212	0.179627747	0.9557	0.322914785	0.745893096	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
deactivation_of_rhodopsin_mediated_signaling_GO:0016059	5	4	0.497379901	0.5946	0.489367244	0.6222	0.449119374	0.523699702	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
deaminase_GO:0019239	6	5	0.775623085	0.2561	0.493725029	0.6185	0.572297501	0.354204472	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
death_receptor_adaptor_protein_GO:0005037	5	4	0.694867833	0.3316	0.434400083	0.6801	0.504892368	0.501039637	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
death_receptor_GO:0005035	13	11	0.464589054	0.6442	0.408623704	0.714	0.42058469	0.676929013	0.278262899	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
defense/immunity_protein_GO:0003793	72	58	1.022664842	0.0955	0.580126001	0.5076	0.548728026	0.215939747	0.056286249	0.003251746	0.001023353	0.007976103	0.042150779	0.017301808	0.017301808	0.008725741	0.008725741	0.008725741
degradation_of_cyclin_GO:0008054	4	4	1.331897489	0.0277	1.151496826	0.1022	0.635857293	0.338354579	0.126875647	0.127478061	0.031151176	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
delta_DNA_polymerase_complex_GO:0005659	4	4	0.720335514	0.3069	0.911438688	0.2073	0.540794822	0.455880928	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
delta_DNA_polymerase_GO:0003891	10	9	0.444128682	0.676	0.245712837	0.904	0.40922634	0.625104535	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
"deoxycytidyl_transferase,_template_dependent_GO:0019986"	9	8	0.468930663	0.636	0.388096216	0.7381	0.420018075	0.590832687	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
deoxycytidyl_transferase_GO:0017125	9	8	0.468930663	0.636	0.388096216	0.7381	0.420018075	0.590832687	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
deoxynucleoside_kinase_GO:0019136	5	4	1.508170746	0.0113	1.643159356	0.0228	0.772542526	0.182858339	0.01811626	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
deoxyribonuclease_GO:0004536	5	5	0.695744987	0.3316	0.905738557	0.2113	0.610388437	0.360750242	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
dephosphorylation_GO:0016311	102	83	0.721134748	0.3069	0.424777505	0.6927	0.530089279	0.356876173	0.0131186	0.168930887	0.11331164	0.165809759	0.939087809	0.975180393	0.975180393	0.987513164	0.987513164	0.987513164
detoxification_response_GO:0009636	21	17	0.816824071	0.2205	0.706969094	0.3628	0.681518942	0.120344926	0.103254238	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
deubiquitination_GO:0006514	9	7	0.258569411	0.9176	0.257559901	0.8922	0.305141997	0.794147853	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
"di-,_tri-valent_inorganic_cation_homeostasis_GO:0030005"	26	20	1.033152671	0.0925	0.706628711	0.3628	0.585762789	0.245976077	0.077388537	0.027449254	0.13733316	0.046116263	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
"di-,_tri-valent_inorganic_cation_transport_GO:0015674"	55	45	0.727109016	0.3004	0.422137407	0.6958	0.495317917	0.500311885	0.136102333	0.053541086	0.253671526	0.098036719	0.966595459	0.986504878	0.986504878	0.993230029	0.993230029	0.993230029
"di-,_tri-valent_inorganic_cation_transporter_GO:0015082"	25	19	0.695311923	0.3316	0.460447192	0.6532	0.512641743	0.454904782	0.20472546	0.35257434	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
dicarboxylic_acid_transport_GO:0006835	6	5	0.320049548	0.8504	0.11736413	0.9837	0.284703403	0.787934319	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
dicarboxylic_acid_transporter_GO:0005310	6	5	0.320049548	0.8504	0.11736413	0.9837	0.284703403	0.787934319	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
digestion_GO:0007586	17	16	0.65350932	0.3785	0.357915018	0.7729	0.467218368	0.607240789	0.246975604	0.091156743	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
dihydropyrimidinase_GO:0004157	4	4	1.125772716	0.0641	1.102361914	0.1158	0.833810026	0.145615534	0.01811626	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
dipeptidase_GO:0016805	5	4	0.614906781	0.4235	0.615681812	0.4629	0.492021677	0.477189902	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
dipeptidyl-peptidase_GO:0008239	6	5	0.238899496	0.9343	0.151952591	0.9696	0.261818729	0.787128992	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
diphosphoinositol_polyphosphate_phosphohydrolase_GO:0008486	5	4	1.405133973	0.0194	1.811099627	0.0151	0.871782327	0.10708374	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
diphosphotransferase_GO:0016778	8	7	0.274295524	0.9025	0.217943236	0.9276	0.333842513	0.773130887	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
disulfide_oxidoreductase_GO:0015036	21	16	0.571373928	0.4806	0.463111581	0.6507	0.494599231	0.552371029	0.152991085	0.330853721	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
DNA_alkylation_GO:0006305	18	16	0.509260323	0.5764	0.314240353	0.8292	0.467859297	0.587348176	0.246975604	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
DNA_damage_checkpoint_GO:0000077	7	6	0.382047905	0.7658	0.423624092	0.6958	0.411258345	0.648130391	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
DNA_damage_response_GO:0006974	25	22	0.468622931	0.636	0.305315846	0.8413	0.41690566	0.754474582	0.211571718	0.450863774	0.838282182	0.948281296	0.983555448	0.993390931	0.993390931	0.996690236	0.996690236	0.996690236
DNA_dependent_adenosinetriphosphatase_GO:0008094	20	17	0.503303013	0.5862	0.265331053	0.8858	0.455860172	0.60517432	0.230040359	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
DNA_dependent_DNA_replication_GO:0006261	44	37	0.497796615	0.5946	0.325580845	0.817	0.438986793	0.722580308	0.171119353	0.261514512	0.743035779	0.914468048	0.972467833	0.98889731	0.98889731	0.994433579	0.994433579	0.994433579
DNA_helicase_GO:0003678	47	40	0.789027445	0.2444	0.437741103	0.6781	0.483256395	0.554683833	0.164406214	0.249790015	0.234575403	0.088140048	0.029388531	0.011964878	0.011964878	0.006017752	0.006017752	0.006017752
DNA_integration_GO:0015074	6	4	0.446190477	0.6729	0.580126001	0.5076	0.474258618	0.522315824	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
DNA_ligase_(ATP)_GO:0003910	6	5	1.163881765	0.0567	0.721326479	0.3522	0.745829569	0.198124076	0.174152408	0.153710562	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
DNA_ligase_GO:0003909	6	5	1.163881765	0.0567	0.721326479	0.3522	0.745829569	0.198124076	0.174152408	0.153710562	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
DNA_methylation_GO:0006306	17	15	0.535490661	0.5363	0.314240353	0.8292	0.488389626	0.533021483	0.243696767	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
DNA_modification_GO:0006304	22	20	0.501518801	0.5892	0.314240353	0.8292	0.462139731	0.617896644	0.21073317	0.484779302	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
DNA_packaging_GO:0006323	79	66	0.674050489	0.3532	0.577311692	0.5143	0.5385384	0.31056926	0.046064723	0.268504281	0.588032715	0.852276745	0.95131535	0.980238529	0.980238529	0.990070709	0.990070709	0.990070709
DNA_recombination_GO:0006310	42	33	0.641523957	0.3908	0.522994573	0.5829	0.537706976	0.384249414	0.177385316	0.369234625	0.767342975	0.923372654	0.975414703	0.990094613	0.990094613	0.995035354	0.995035354	0.995035354
DNA_repair_enzyme_GO:0003686	12	10	0.617318392	0.4209	0.813179523	0.2718	0.537501883	0.431519318	0.169695694	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
DNA_repair_GO:0006281	45	38	0.604260816	0.436	0.485957226	0.6271	0.556689044	0.350952191	0.167297645	0.354805165	0.737078004	0.912254509	0.971732229	0.988598098	0.988598098	0.994283135	0.994283135	0.994283135
DNA_repair_protein_GO:0003685	121	99	0.636101858	0.3961	0.52513823	0.58	0.525544079	0.313372682	0.094390244	0.100515939	0.450018191	0.786337785	0.927694703	0.970431747	0.970431747	0.985106063	0.985106063	0.985106063
DNA_replication_factor_C_complex_GO:0005663	8	7	0.799195474	0.2365	0.601863737	0.4792	0.623149742	0.304902635	0.248034262	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
DNA_replication_factor_GO:0003687	18	14	0.651341657	0.3808	0.469813113	0.6439	0.558570782	0.379631813	0.275843115	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
DNA_replication_GO:0006260	15	11	0.5470757	0.5162	0.388096216	0.7381	0.3584169	0.694152736	0.117713351	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
DNA_replication_initiation_GO:0006270	6	4	0.392150013	0.7506	0.201646351	0.9414	0.38958302	0.759030645	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
DNA_replication_origin_binding_GO:0003688	100	84	0.402226089	0.7376	0.419016663	0.7014	0.464481618	0.637508976	0.113403777	0.22722563	0.508285776	0.815693686	0.938372477	0.974883263	0.974883263	0.98736272	0.98736272	0.98736272
DNA_topoisomerase_GO:0003916	6	6	0.917634277	0.1478	0.345419204	0.791	0.455453496	0.580872349	0.215134072	0.177926571	0.045998039	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
DNA_topological_change_GO:0006265	7	7	0.357145837	0.804	0.22200802	0.9225	0.358197074	0.74520546	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
DNA-directed_DNA_polymerase_GO:0003887	19	16	0.432917868	0.6921	0.245712837	0.904	0.389100437	0.689801476	0.246554144	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
DNA-directed_RNA_polymerase_GO:0003899	6	5	0.433325873	0.6921	0.279691241	0.8713	0.208190304	0.813051457	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
DNA-directed_RNA_polymerase_I_complex_GO:0005736	21	18	0.159612021	0.9821	0.176030462	0.9565	0.39025494	0.863315896	0.213047558	0.521234456	0.865641886	0.957494132	0.986529159	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
DNA-directed_RNA_polymerase_I_GO:0003900	21	18	0.419934972	0.7139	0.300986568	0.8467	0.425906371	0.772864566	0.213047558	0.521234456	0.865641886	0.957494132	0.986529159	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
"DNA-directed_RNA_polymerase_II,_core_GO:0005665"	25	25	0.524220597	0.5488	0.373033796	0.7558	0.487665358	0.581936316	0.187660832	0.404370153	0.818320941	0.941426277	0.981329875	0.992491392	0.992491392	0.996238905	0.996238905	0.996238905
"DNA-directed_RNA_polymerase_II,_holoenzyme_GO:0016591"	66	56	0.520040558	0.5572	0.39169866	0.7338	0.471760734	0.638929974	0.138484063	0.130942434	0.637513671	0.873259675	0.958567302	0.983220015	0.983220015	0.991575147	0.991575147	0.991575147
DNA-directed_RNA_polymerase_II_GO:0003901	5	4	0.454203797	0.661	0.367856647	0.763	0.558294445	0.695102422	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
DNA-directed_RNA_polymerase_III_complex_GO:0005666	21	18	0.682029009	0.3453	1.046660797	0.1369	0.393657498	0.424026945	0.213047558	0.521234456	0.865641886	0.957494132	0.986529159	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
DNA-directed_RNA_polymerase_III_GO:0003902	35	27	0.422267039	0.7073	0.300986568	0.8467	0.386740517	0.765624636	0.151903646	0.376059136	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
double-strand_break_repair_GO:0006302	8	8	0.570836652	0.4806	0.517955796	0.5899	0.529842597	0.472595025	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
double-stranded_DNA_binding_GO:0003690	18	15	0.661311395	0.3686	0.485957226	0.6271	0.588279051	0.315385003	0.073850521	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
double-stranded_RNA_binding_GO:0003725	14	13	0.469863825	0.636	0.30258756	0.8435	0.460970293	0.579433584	0.079744785	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
drug_binding_GO:0008144	7	6	0.656397017	0.373	0.547612754	0.5494	0.472795262	0.547076847	0.401216791	0.177926571	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
drug_resistance_GO:0009315	6	5	0.609692353	0.4305	0.316817829	0.8269	0.472207167	0.531190288	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
drug_susceptibility/resistance_GO:0016351	4	4	0.786274817	0.2466	1.030178873	0.1446	0.572256511	0.417572829	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
drug_transport_GO:0015893	4	4	0.632384112	0.4003	0.379374728	0.7494	0.499322595	0.513067404	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
drug_transporter_GO:0015238	6	6	0.405784554	0.7347	0.155522824	0.968	0.315615118	0.777204293	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
dynactin_complex_GO:0005869	7	6	0.845967018	0.1972	0.555899887	0.5403	0.642473523	0.296975723	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
dynein_ATPase_GO:0008567	8	6	0.411344563	0.7244	0.40229383	0.7206	0.353009085	0.659867942	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
dynein_GO:0030286	15	12	0.59036304	0.4534	0.555899887	0.5403	0.507045968	0.444208053	0.295119693	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
dystrophin-associated_glycoprotein_complex_GO:0016010	5	4	0.162312279	0.9803	0.202538559	0.94	0.214812585	0.830156553	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
early_endosome_GO:0005769	19	15	0.550077009	0.5089	0.614554606	0.4629	0.53756534	0.405811869	0.174248411	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
EGF_receptor_signaling_pathway_GO:0007173	13	11	0.266357438	0.9104	0.218065202	0.9262	0.315811825	0.842137239	0.117713351	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
eicosanoid_metabolism_GO:0006690	17	14	0.940705908	0.1332	0.671953584	0.398	0.631593117	0.21719605	0.019176848	0.074275761	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
electrochemical_potential-driven_transporter_GO:0015290	102	85	0.665423481	0.3636	0.422137407	0.6958	0.484992022	0.570942586	0.11358233	0.102826534	0.117032178	0.813705099	0.937657581	0.974586179	0.974586179	0.987212276	0.987212276	0.987212276
electron_carrier_GO:0009055	23	17	0.56617703	0.4864	0.463111581	0.6507	0.47857333	0.566863039	0.246938359	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
electron_transfer_flavoprotein_GO:0008246	41	33	0.601565091	0.4402	0.463111581	0.6507	0.522523389	0.438358524	0.177385316	0.369234625	0.767342975	0.923372654	0.975414703	0.990094613	0.990094613	0.995035354	0.995035354	0.995035354
